code_module_x,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,average_assessment,number_of_assessments_taken,code_module_y,date_registration,date_unregistration,total_click_count,total_click_sum,total_click_average
GGG,2014B,625079,M,South Region,HE Qualification,90-100%,35-55,0,90,N,Withdrawn,,,GGG,-47,-45,,,
GGG,2014B,625089,F,South East Region,Lower Than A Level,40-50%,0-35,0,30,N,Pass,76.77777777777777,9,GGG,-17,,123,514,4.178861788617886
GGG,2014B,625106,M,South East Region,Lower Than A Level,80-90%,35-55,0,30,N,Fail,73.57142857142857,7,GGG,-41,,54,181,3.3518518518518516
GGG,2014B,625376,F,South Region,Lower Than A Level,80-90%,35-55,0,30,N,Pass,83.11111111111111,9,GGG,-17,,539,2253,4.179962894248608
GGG,2014B,625399,M,East Anglian Region,Lower Than A Level,20-30%,35-55,0,30,N,Fail,,,GGG,-29,,42,99,2.357142857142857
GGG,2014B,625446,F,South Region,No Formal quals,90-100%,0-35,0,30,N,Pass,74.44444444444444,9,GGG,-82,,239,515,2.1548117154811717
GGG,2014B,625494,F,East Midlands Region,A Level or Equivalent,80-90%,35-55,0,30,N,Pass,82.25,8,GGG,-59,,117,244,2.0854700854700856
GGG,2014B,625540,M,North Region,Lower Than A Level,60-70%,0-35,0,30,N,Fail,41,1,GGG,-51,,39,77,1.9743589743589745
GGG,2014B,625544,F,North Region,Lower Than A Level,40-50%,0-35,0,30,N,Distinction,68,9,GGG,-52,,63,141,2.238095238095238
GGG,2014B,625545,F,South East Region,A Level or Equivalent,20-30%,0-35,0,30,N,Distinction,80.875,8,GGG,-44,,299,1010,3.3779264214046822
GGG,2014B,625603,F,South Region,A Level or Equivalent,80-90%,0-35,0,30,N,Pass,76.66666666666667,9,GGG,-12,,121,364,3.0082644628099175
GGG,2014B,625649,F,South East Region,Lower Than A Level,40-50%,0-35,0,30,N,Pass,89.25,8,GGG,-60,,85,247,2.9058823529411764
GGG,2014B,625651,F,South Region,A Level or Equivalent,90-100%,35-55,0,30,N,Distinction,84.66666666666667,9,GGG,-51,,267,727,2.7228464419475658
GGG,2014B,625676,F,East Midlands Region,Lower Than A Level,90-100%,35-55,0,30,N,Fail,63.5,4,GGG,-28,,65,209,3.2153846153846155
GGG,2014B,625722,F,North Western Region,Lower Than A Level,30-40%,35-55,0,30,N,Pass,86.11111111111111,9,GGG,-34,,357,1401,3.9243697478991595
GGG,2014B,625775,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,30,Y,Fail,71.42857142857143,7,GGG,-52,,147,559,3.802721088435374
GGG,2014B,625875,M,North Western Region,Lower Than A Level,20-30%,0-35,0,90,Y,Distinction,85.55555555555556,9,GGG,-12,,171,461,2.695906432748538
GGG,2014B,625912,M,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass,68.55555555555556,9,GGG,-24,,186,430,2.3118279569892475
GGG,2014B,625930,F,East Midlands Region,Lower Than A Level,40-50%,35-55,0,30,N,Withdrawn,85,1,GGG,-45,103,28,53,1.8928571428571428
GGG,2014B,626023,M,South Region,A Level or Equivalent,90-100%,0-35,0,30,N,Pass,88.11111111111111,9,GGG,-41,,331,1346,4.066465256797583
GGG,2014B,626091,F,South Region,A Level or Equivalent,80-90%,0-35,0,30,N,Distinction,87.28571428571429,7,GGG,-29,,140,487,3.4785714285714286
GGG,2014B,626092,F,West Midlands Region,Lower Than A Level,0-10%,35-55,0,30,N,Fail,67.44444444444444,9,GGG,-10,,68,183,2.6911764705882355
GGG,2014B,626096,F,South Region,Lower Than A Level,30-40%,0-35,0,30,N,Fail,,,GGG,-34,,7,12,1.7142857142857142
GGG,2014B,626145,F,East Anglian Region,Lower Than A Level,50-60%,35-55,0,30,N,Distinction,89.33333333333333,9,GGG,-8,,206,917,4.451456310679611
GGG,2014B,626159,F,South West Region,Lower Than A Level,60-70%,35-55,0,30,Y,Pass,80.21428571428571,14,GGG,-45,,2104,12461,5.922528517110266
GGG,2014B,626213,F,West Midlands Region,Lower Than A Level,40-50%,35-55,0,30,N,Fail,,,GGG,-12,,8,14,1.75
GGG,2014B,626256,F,London Region,Lower Than A Level,10月20日,0-35,0,90,N,Pass,73.44444444444444,9,GGG,-22,,375,1313,3.501333333333333
GGG,2014B,626282,F,London Region,Lower Than A Level,50-60%,0-35,0,30,N,Distinction,89.22222222222223,9,GGG,-75,,283,961,3.395759717314488
GGG,2014B,626287,F,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,30,N,Pass,84.28571428571429,7,GGG,-17,,64,240,3.75
GGG,2014B,626306,F,East Midlands Region,No Formal quals,0-10%,0-35,0,30,N,Pass,78.875,8,GGG,-8,,161,541,3.360248447204969
GGG,2014B,626307,F,South Region,Lower Than A Level,0-10%,0-35,0,30,Y,Withdrawn,68.6,5,GGG,-50,178,60,112,1.8666666666666667
GGG,2014B,626317,F,South West Region,Lower Than A Level,40-50%,35-55,0,30,Y,Fail,80.66666666666667,3,GGG,-29,,140,420,3
GGG,2014B,626372,M,South Region,Lower Than A Level,30-40%,0-35,0,30,N,Pass,92,9,GGG,-28,,135,477,3.533333333333333
GGG,2014B,626379,F,South Region,A Level or Equivalent,40-50%,35-55,0,30,N,Pass,71,9,GGG,-75,,241,733,3.04149377593361
GGG,2014B,626585,F,Yorkshire Region,A Level or Equivalent,40-50%,35-55,0,30,N,Pass,90,9,GGG,-50,,194,888,4.577319587628866
GGG,2014B,626589,F,South Region,Lower Than A Level,70-80%,0-35,0,30,N,Pass,86.77777777777777,9,GGG,-12,,131,489,3.732824427480916
GGG,2014B,626618,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,30,N,Fail,64.66666666666667,9,GGG,-59,,55,109,1.981818181818182
GGG,2014B,626629,F,Yorkshire Region,A Level or Equivalent,10月20日,0-35,0,30,N,Fail,81.88888888888889,9,GGG,-22,,92,332,3.608695652173913
GGG,2014B,626667,F,South Region,A Level or Equivalent,90-100%,35-55,0,30,N,Fail,90,4,GGG,-45,,61,166,2.721311475409836
GGG,2014B,626675,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,30,N,Fail,75.33333333333333,3,GGG,-20,,39,109,2.7948717948717947
GGG,2014B,626708,F,South West Region,Lower Than A Level,60-70%,35-55,0,30,N,Distinction,75.77777777777777,9,GGG,-50,,164,382,2.3292682926829267
GGG,2014B,626751,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,30,N,Withdrawn,,,GGG,-24,83,12,36,3
GGG,2014B,626927,F,East Anglian Region,Lower Than A Level,80-90%,35-55,0,30,N,Withdrawn,56.5,2,GGG,-24,154,38,120,3.1578947368421053
GGG,2014B,626940,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,30,N,Fail,,,GGG,-11,,,,
GGG,2014B,626982,F,London Region,Lower Than A Level,10月20日,35-55,0,30,N,Pass,88.33333333333333,9,GGG,-22,,139,620,4.460431654676259
GGG,2014B,627043,M,South Region,Lower Than A Level,80-90%,35-55,0,30,N,Fail,,,GGG,-8,,5,6,1.2
GGG,2014B,627050,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,30,N,Pass,59.666666666666664,9,GGG,-12,,80,248,3.1
GGG,2014B,627057,F,South West Region,A Level or Equivalent,60-70%,35-55,0,30,N,Pass,56,9,GGG,-12,,140,508,3.6285714285714286
GGG,2014B,627076,F,South East Region,Lower Than A Level,40-50%,0-35,0,30,Y,Fail,,,GGG,-11,,51,107,2.0980392156862746
GGG,2014B,627217,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,30,N,Distinction,84,9,GGG,-24,,386,1185,3.069948186528497
GGG,2014B,627251,F,West Midlands Region,A Level or Equivalent,20-30%,35-55,0,30,N,Pass,76.11111111111111,9,GGG,-22,,120,462,3.85
GGG,2014B,627264,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,30,N,Distinction,88.88888888888889,9,GGG,-52,,301,1094,3.6345514950166113
GGG,2014B,627327,F,West Midlands Region,Lower Than A Level,90-100%,35-55,0,30,N,Pass,88.57142857142857,7,GGG,-13,,224,1172,5.232142857142857
GGG,2014B,627330,F,South Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass,81.33333333333333,9,GGG,-17,,203,601,2.960591133004926
GGG,2014B,627441,F,London Region,A Level or Equivalent,0-10%,0-35,0,30,N,Fail,55,1,GGG,-53,,6,22,3.6666666666666665
GGG,2014B,627530,F,North Western Region,A Level or Equivalent,10月20日,0-35,0,90,N,Pass,73.75,8,GGG,-28,,165,299,1.812121212121212
GGG,2014B,627597,M,North Region,A Level or Equivalent,90-100%,0-35,0,30,N,Pass,76.77777777777777,9,GGG,-8,,189,458,2.4232804232804233
GGG,2014B,627661,F,Yorkshire Region,A Level or Equivalent,30-40%,35-55,0,30,N,Pass,72.44444444444444,9,GGG,-5,,89,237,2.662921348314607
GGG,2014B,627764,F,East Anglian Region,Lower Than A Level,20-30%,35-55,0,30,Y,Pass,87.14285714285714,7,GGG,-10,,71,189,2.6619718309859155
GGG,2014B,627773,F,South West Region,Lower Than A Level,10月20日,0-35,0,30,N,Distinction,93.33333333333333,9,GGG,-40,,224,565,2.5223214285714284
GGG,2014B,627787,F,South West Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass,82.44444444444444,9,GGG,-12,,397,1590,4.005037783375315
GGG,2014B,627812,F,Yorkshire Region,Lower Than A Level,60-70%,0-35,0,30,N,Withdrawn,65.75,8,GGG,-23,119,89,211,2.3707865168539324
GGG,2014B,627821,F,South Region,A Level or Equivalent,40-50%,35-55,0,30,N,Distinction,88.75,8,GGG,-25,,171,523,3.0584795321637426
GGG,2014B,627827,F,London Region,Lower Than A Level,30-40%,35-55,0,30,N,Fail,68.55555555555556,9,GGG,-24,,195,640,3.282051282051282
GGG,2014B,627834,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,30,Y,Distinction,91.77777777777777,9,GGG,-28,,142,499,3.5140845070422535
GGG,2014B,627843,F,North Western Region,Lower Than A Level,20-30%,0-35,0,30,N,Withdrawn,85,2,GGG,-24,116,71,190,2.676056338028169
GGG,2014B,627895,F,South East Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass,72.77777777777777,9,GGG,-17,,113,452,4
GGG,2014B,627901,F,East Anglian Region,Lower Than A Level,90-100%,35-55,0,30,N,Pass,80.5,8,GGG,-45,,182,521,2.8626373626373627
GGG,2014B,627973,F,South West Region,A Level or Equivalent,30-40%,0-35,0,30,N,Fail,74,2,GGG,-17,,66,151,2.287878787878788
GGG,2014B,628189,M,South East Region,Lower Than A Level,30-40%,35-55,0,90,N,Fail,58.333333333333336,9,GGG,-17,,94,250,2.6595744680851063
GGG,2014B,628217,F,London Region,A Level or Equivalent,30-40%,0-35,0,30,N,Fail,68,3,GGG,-12,,13,42,3.230769230769231
GGG,2014B,628227,F,South Region,Lower Than A Level,40-50%,0-35,0,30,N,Pass,64.44444444444444,9,GGG,-28,,98,213,2.173469387755102
GGG,2014B,628245,M,London Region,Lower Than A Level,80-90%,35-55,0,30,N,Fail,,,GGG,-44,,,,
GGG,2014B,628280,F,London Region,Lower Than A Level,30-40%,35-55,0,30,N,Pass,68.33333333333333,9,GGG,-17,,124,470,3.7903225806451615
GGG,2014B,628316,F,South East Region,Lower Than A Level,70-80%,0-35,0,30,N,Distinction,91,7,GGG,-45,,80,275,3.4375
GGG,2014B,628365,F,South Region,Lower Than A Level,80-90%,0-35,0,30,N,Fail,,,GGG,-17,,10,14,1.4
GGG,2014B,628367,F,North Western Region,Lower Than A Level,50-60%,35-55,0,30,N,Pass,71.22222222222223,9,GGG,-8,,66,194,2.9393939393939394
GGG,2014B,628369,F,North Western Region,A Level or Equivalent,50-60%,0-35,0,30,N,Pass,74.77777777777777,9,GGG,-17,,184,501,2.722826086956522
GGG,2014B,628455,F,London Region,Lower Than A Level,20-30%,0-35,0,30,N,Pass,73.77777777777777,9,GGG,-17,,326,1057,3.2423312883435584
GGG,2014B,628495,M,South West Region,Lower Than A Level,60-70%,35-55,0,30,N,Pass,81.33333333333333,9,GGG,-44,,181,776,4.287292817679558
GGG,2014B,628530,F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,30,N,Pass,83.11111111111111,9,GGG,-36,,226,1125,4.977876106194691
GGG,2014B,628538,F,East Anglian Region,Lower Than A Level,80-90%,0-35,0,30,N,Fail,,,GGG,-44,,21,64,3.0476190476190474
GGG,2014B,628545,F,South Region,A Level or Equivalent,90-100%,35-55,0,30,N,Distinction,92.77777777777777,9,GGG,-39,,474,1371,2.892405063291139
GGG,2014B,628598,F,South Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,74.44444444444444,9,GGG,-45,,129,474,3.6744186046511627
GGG,2014B,628630,F,London Region,Lower Than A Level,0-10%,0-35,0,30,N,Pass,79,7,GGG,-5,,90,250,2.7777777777777777
GGG,2014B,628653,F,East Midlands Region,Lower Than A Level,20-30%,35-55,0,30,N,Fail,,,GGG,-25,,8,9,1.125
GGG,2014B,628669,F,North Western Region,A Level or Equivalent,0-10%,35-55,0,30,N,Pass,72.22222222222223,9,GGG,-43,,163,660,4.049079754601227
GGG,2014B,628712,F,North Western Region,A Level or Equivalent,30-40%,0-35,0,30,N,Distinction,85.55555555555556,9,GGG,-36,,215,707,3.2883720930232556
GGG,2014B,628715,F,East Midlands Region,Lower Than A Level,40-50%,35-55,0,30,N,Withdrawn,75,1,GGG,-17,130,28,77,2.75
GGG,2014B,628722,M,London Region,A Level or Equivalent,20-30%,0-35,0,30,Y,Fail,65,1,GGG,-25,,4,5,1.25
GGG,2014B,628759,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,30,N,Fail,68.66666666666667,3,GGG,-22,,25,57,2.28
GGG,2014B,628849,F,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,90,N,Fail,,,GGG,-17,,4,6,1.5
GGG,2014B,628851,F,London Region,Lower Than A Level,10月20日,0-35,0,30,N,Fail,5,1,GGG,-17,,18,32,1.7777777777777777
GGG,2014B,628869,M,South East Region,A Level or Equivalent,30-40%,0-35,0,30,N,Distinction,93.125,8,GGG,-15,,165,515,3.121212121212121
GGG,2014B,628870,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,30,Y,Pass,84.44444444444444,9,GGG,-15,,141,636,4.51063829787234
GGG,2014B,628881,F,East Anglian Region,Lower Than A Level,0-10%,0-35,0,30,N,Distinction,87.22222222222223,9,GGG,-53,,174,717,4.120689655172414
GGG,2014B,628929,F,South West Region,A Level or Equivalent,0-10%,0-35,0,30,N,Pass,76,7,GGG,-8,,94,243,2.5851063829787235
GGG,2014B,628931,F,West Midlands Region,Lower Than A Level,40-50%,35-55,0,30,N,Pass,90,7,GGG,-39,,205,697,3.4
GGG,2014B,629153,F,South Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,78.11111111111111,9,GGG,-17,,205,794,3.873170731707317
GGG,2014B,629198,M,South East Region,A Level or Equivalent,50-60%,0-35,0,30,N,Distinction,88.66666666666667,9,GGG,-59,,174,664,3.8160919540229883
GGG,2014B,629310,F,South Region,A Level or Equivalent,80-90%,0-35,0,30,Y,Fail,85,7,GGG,-15,,112,718,6.410714285714286
GGG,2014B,629387,F,London Region,No Formal quals,10月20日,0-35,0,30,N,Withdrawn,,,GGG,-15,143,8,26,3.25
GGG,2014B,629514,F,South Region,Lower Than A Level,80-90%,35-55,0,30,N,Fail,75,5,GGG,-45,,114,311,2.7280701754385963
GGG,2014B,629537,F,London Region,A Level or Equivalent,30-40%,0-35,0,30,N,Fail,,,GGG,-12,,8,18,2.25
GGG,2014B,629542,M,London Region,Lower Than A Level,20-30%,0-35,0,30,N,Fail,79,2,GGG,-29,,18,47,2.611111111111111
GGG,2014B,629580,F,North Western Region,Lower Than A Level,70-80%,0-35,0,30,N,Fail,55,1,GGG,-25,,29,57,1.9655172413793103
GGG,2014B,629633,F,London Region,Lower Than A Level,10月20日,35-55,0,30,Y,Distinction,79.22222222222223,9,GGG,-28,,289,1253,4.335640138408304
GGG,2014B,629745,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,30,N,Fail,63.55555555555556,9,GGG,-10,,252,1213,4.813492063492063
GGG,2014B,629772,M,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,30,N,Pass,74.66666666666667,9,GGG,-17,,172,657,3.8197674418604652
GGG,2014B,629777,F,Yorkshire Region,Lower Than A Level,30-40%,35-55,0,30,N,Pass,70.44444444444444,9,GGG,-12,,288,1052,3.6527777777777777
GGG,2014B,629779,M,South West Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass,77.66666666666667,9,GGG,-17,,53,121,2.2830188679245285
GGG,2014B,629813,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,30,N,Fail,88,6,GGG,-8,,127,524,4.125984251968504
GGG,2014B,629820,M,South West Region,A Level or Equivalent,40-50%,0-35,0,30,N,Distinction,83.88888888888889,9,GGG,-52,,99,302,3.0505050505050506
GGG,2014B,629853,F,West Midlands Region,Lower Than A Level,80-90%,0-35,0,30,N,Pass,88.77777777777777,9,GGG,-15,,197,549,2.786802030456853
GGG,2014B,629960,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,30,N,Fail,,,GGG,-34,,10,16,1.6
GGG,2014B,629961,F,London Region,HE Qualification,10月20日,0-35,0,30,N,Fail,60,2,GGG,-53,,37,91,2.4594594594594597
GGG,2014B,629963,M,Yorkshire Region,Lower Than A Level,10月20日,0-35,0,60,N,Fail,,,GGG,-8,,21,57,2.7142857142857144
GGG,2014B,629978,F,South East Region,Lower Than A Level,30-40%,0-35,0,30,N,Fail,58.333333333333336,9,GGG,-17,,50,111,2.22
GGG,2014B,629990,M,West Midlands Region,Lower Than A Level,40-50%,0-35,0,30,N,Fail,,,GGG,-15,,22,48,2.1818181818181817
GGG,2014B,630008,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,30,N,Fail,,,GGG,-24,,2,4,2
GGG,2014B,630099,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,30,N,Pass,90.55555555555556,9,GGG,-17,,335,1082,3.2298507462686565
GGG,2014B,630108,F,London Region,HE Qualification,10月20日,35-55,0,30,N,Pass,87.33333333333333,9,GGG,-17,,175,739,4.222857142857142
GGG,2014B,630133,F,West Midlands Region,Lower Than A Level,10月20日,0-35,0,30,N,Fail,,,GGG,-24,,1,1,1
GGG,2014B,630149,F,South Region,Lower Than A Level,40-50%,0-35,0,30,N,Fail,81,1,GGG,-10,,11,47,4.2727272727272725
GGG,2014B,630156,F,South East Region,Lower Than A Level,60-70%,0-35,0,30,N,Fail,,,GGG,-11,,4,9,2.25
GGG,2014B,630169,F,North Western Region,Lower Than A Level,0-10%,35-55,0,30,Y,Fail,,,GGG,-8,,,,
GGG,2014B,630203,F,South East Region,Lower Than A Level,30-40%,0-35,0,30,N,Withdrawn,75.5,2,GGG,-12,210,53,178,3.358490566037736
GGG,2014B,630219,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,30,N,Pass,78,9,GGG,-22,,101,333,3.297029702970297
GGG,2014B,630221,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,30,N,Pass,91.11111111111111,9,GGG,-43,,210,865,4.119047619047619
GGG,2014B,630240,M,North Western Region,Lower Than A Level,0-10%,0-35,0,30,N,Withdrawn,82.6,5,GGG,-11,179,67,132,1.9701492537313432
GGG,2014B,630242,F,East Midlands Region,Lower Than A Level,10月20日,0-35,0,30,N,Fail,89.4,5,GGG,-4,,119,453,3.80672268907563
GGG,2014B,630446,F,West Midlands Region,Lower Than A Level,10月20日,0-35,0,30,N,Pass,72.57142857142857,7,GGG,-36,,117,501,4.282051282051282
GGG,2014B,630496,M,East Midlands Region,Lower Than A Level,80-90%,35-55,0,30,N,Pass,83.33333333333333,9,GGG,-24,,246,940,3.821138211382114
GGG,2014B,630522,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,30,N,Pass,70.71428571428571,7,GGG,-1,,111,546,4.918918918918919
GGG,2014B,630538,F,South West Region,Lower Than A Level,90-100%,0-35,0,90,N,Withdrawn,,,GGG,-45,-7,,,
GGG,2014B,630569,F,North Region,Lower Than A Level,40-50%,0-35,0,30,N,Pass,91.66666666666667,9,GGG,-15,,135,320,2.3703703703703702
GGG,2014B,630571,F,London Region,Lower Than A Level,20-30%,0-35,0,30,N,Withdrawn,,,GGG,-8,16,,,
GGG,2014B,630762,F,South Region,Lower Than A Level,40-50%,0-35,0,30,Y,Fail,64,5,GGG,-11,,86,295,3.4302325581395348
GGG,2014B,630770,F,Yorkshire Region,Lower Than A Level,80-90%,35-55,0,30,N,Distinction,83.125,8,GGG,-25,,336,926,2.755952380952381
GGG,2014B,630776,F,London Region,Lower Than A Level,20-30%,0-35,0,30,N,Withdrawn,81,5,GGG,-28,153,366,1129,3.0846994535519126
GGG,2014B,630787,F,South East Region,Lower Than A Level,50-60%,0-35,0,30,Y,Pass,93.66666666666667,9,GGG,-10,,167,446,2.6706586826347305
GGG,2014B,630788,F,London Region,Lower Than A Level,10月20日,0-35,0,30,N,Pass,88.88888888888889,9,GGG,-15,,244,900,3.6885245901639343
GGG,2014B,630834,F,West Midlands Region,A Level or Equivalent,80-90%,35-55,0,30,N,Pass,84.71428571428571,14,GGG,-24,,639,3250,5.086071987480438
GGG,2014B,630841,F,North Western Region,A Level or Equivalent,10月20日,0-35,0,30,N,Pass,81.44444444444444,9,GGG,-17,,285,1077,3.778947368421053
GGG,2014B,630863,F,North Western Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass,68.33333333333333,9,GGG,-8,,154,531,3.448051948051948
GGG,2014B,630881,F,East Anglian Region,Lower Than A Level,20-30%,35-55,0,30,N,Pass,87,9,GGG,-45,,226,676,2.9911504424778763
GGG,2014B,630946,F,East Midlands Region,Lower Than A Level,50-60%,35-55,0,30,N,Pass,87.11111111111111,9,GGG,-11,,173,583,3.3699421965317917
GGG,2014B,631033,F,London Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass,78.71428571428571,7,GGG,-17,,70,255,3.642857142857143
GGG,2014B,631189,M,East Midlands Region,Lower Than A Level,70-80%,0-35,0,30,N,Fail,66.11111111111111,9,GGG,-15,,250,780,3.12
GGG,2014B,631201,F,South Region,A Level or Equivalent,90-100%,35-55,0,30,N,Pass,89.33333333333333,9,GGG,-22,,181,576,3.18232044198895
GGG,2014B,631212,F,South Region,Lower Than A Level,10月20日,0-35,0,30,N,Withdrawn,82,2,GGG,-10,136,60,178,2.966666666666667
GGG,2014B,631277,F,South East Region,Lower Than A Level,20-30%,35-55,0,30,N,Pass,88.88888888888889,9,GGG,-17,,89,358,4.022471910112359
GGG,2014B,631290,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,30,N,Distinction,88.44444444444444,9,GGG,-23,,290,996,3.43448275862069
GGG,2014B,631392,F,West Midlands Region,Lower Than A Level,70-80%,0-35,0,30,N,Distinction,90.55555555555556,9,GGG,-15,,315,1544,4.901587301587302
GGG,2014B,631446,F,East Anglian Region,HE Qualification,90-100%,35-55,0,30,N,Withdrawn,87.46666666666667,15,GGG,-24,219,171,418,2.4444444444444446
GGG,2014B,631454,M,East Anglian Region,A Level or Equivalent,10月20日,0-35,0,30,Y,Distinction,92.33333333333333,9,GGG,-17,,426,1446,3.3943661971830985
GGG,2014B,631542,M,North Western Region,A Level or Equivalent,10月20日,35-55,0,30,Y,Pass,83.125,8,GGG,-28,,447,1311,2.9328859060402683
GGG,2014B,631554,F,South East Region,A Level or Equivalent,70-80%,0-35,0,30,N,Withdrawn,,,GGG,-34,-30,,,
GGG,2014B,631693,F,Yorkshire Region,Lower Than A Level,50-60%,35-55,0,30,N,Fail,79,1,GGG,-36,,73,193,2.643835616438356
GGG,2014B,631753,F,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,30,Y,Pass,85,9,GGG,-8,,161,463,2.875776397515528
GGG,2014B,631756,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,30,Y,Fail,35,1,GGG,-11,,26,51,1.9615384615384615
GGG,2014B,631786,F,East Anglian Region,A Level or Equivalent,0-10%,0-35,0,30,Y,Pass,91.66666666666667,6,GGG,-11,,74,176,2.3783783783783785
GGG,2014B,631788,F,North Western Region,Lower Than A Level,0-10%,0-35,0,30,N,Withdrawn,65,1,GGG,-8,170,6,9,1.5
GGG,2014B,631935,F,London Region,Lower Than A Level,30-40%,0-35,0,30,N,Pass,85.33333333333333,9,GGG,-17,,298,979,3.285234899328859
GGG,2014B,631953,F,London Region,Lower Than A Level,20-30%,0-35,0,30,N,Pass,76.875,8,GGG,-15,,382,1167,3.054973821989529
GGG,2014B,631978,F,London Region,Lower Than A Level,0-10%,0-35,0,30,N,Fail,52,1,GGG,-4,,24,68,2.8333333333333335
GGG,2014B,631992,M,South Region,Lower Than A Level,20-30%,0-35,0,30,N,Withdrawn,,,GGG,-17,32,1,1,1
GGG,2014B,632152,F,Yorkshire Region,Lower Than A Level,10月20日,0-35,0,30,N,Withdrawn,84.16666666666667,6,GGG,-8,199,79,322,4.075949367088608
GGG,2014B,632153,F,West Midlands Region,Lower Than A Level,60-70%,35-55,0,30,N,Pass,70,9,GGG,-12,,100,322,3.22
GGG,2014B,632210,M,London Region,Lower Than A Level,0-10%,35-55,0,30,N,Fail,50,1,GGG,-22,,36,90,2.5
GGG,2014B,632267,F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,30,N,Withdrawn,,,GGG,-15,54,30,84,2.8
GGG,2014B,632475,F,South East Region,Lower Than A Level,30-40%,0-35,0,30,N,Pass,89.66666666666667,9,GGG,-12,,247,772,3.125506072874494
GGG,2014B,632483,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,30,N,Pass,87.5,8,GGG,-15,,164,675,4.115853658536586
GGG,2014B,632485,M,Yorkshire Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,84.44444444444444,9,GGG,-15,,323,1452,4.495356037151703
GGG,2014B,632512,M,South West Region,Lower Than A Level,40-50%,0-35,0,30,N,Pass,78.22222222222223,9,GGG,-17,,146,344,2.356164383561644
GGG,2014B,632514,F,East Midlands Region,Lower Than A Level,40-50%,35-55,0,30,N,Distinction,72.77777777777777,9,GGG,-24,,207,546,2.63768115942029
GGG,2014B,632526,F,East Anglian Region,Lower Than A Level,20-30%,35-55,0,30,N,Pass,91.44444444444444,9,GGG,-17,,196,834,4.255102040816326
GGG,2014B,632533,F,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,30,N,Withdrawn,,,GGG,-12,0,70,173,2.4714285714285715
GGG,2014B,632543,F,East Anglian Region,HE Qualification,40-50%,0-35,0,30,N,Distinction,86.55555555555556,9,GGG,-10,,205,1416,6.907317073170732
GGG,2014B,632558,F,South East Region,Lower Than A Level,50-60%,35-55,0,30,N,Fail,,,GGG,-10,,21,55,2.619047619047619
GGG,2014B,632559,F,London Region,A Level or Equivalent,20-30%,35-55,0,30,N,Pass,86.875,8,GGG,-25,,323,839,2.5975232198142413
GGG,2014B,632569,F,West Midlands Region,A Level or Equivalent,0-10%,35-55,0,30,N,Distinction,91.25,8,GGG,-22,,109,396,3.63302752293578
GGG,2014B,632577,F,London Region,Lower Than A Level,10月20日,0-35,0,30,N,Fail,65.125,8,GGG,-10,,134,565,4.2164179104477615
GGG,2014B,632613,F,East Anglian Region,Lower Than A Level,10月20日,0-35,0,30,N,Fail,78.5,2,GGG,-10,,25,60,2.4
GGG,2014B,632619,F,Yorkshire Region,Lower Than A Level,10月20日,0-35,0,30,N,Pass,81.125,8,GGG,-15,,30,72,2.4
GGG,2014B,632631,M,South East Region,Lower Than A Level,70-80%,0-35,0,30,N,Fail,67,1,GGG,-29,,32,69,2.15625
